candidate_ref,name,email,phone,current_company,title
C:\Workspace\java\scrape_indeed\web_dev_part_1\795.html#30926,Mark Weber,hmcmillan@example.org,815.552.0650,"Herrera, Mooney and Jefferson",Senior Web Developer
C:\Workspace\java\scrape_indeed\dba_part_1\2741.html#1937,Vicki Horton,martinreid@example.net,571-250-9976x83890,"Blake, Martinez and Young",Assistant Property Manager
C:\Workspace\java\scrape_indeed\fed_part_1\353.html#5474,David Miller,nicholasphillips@example.org,(630)239-7524x5086,Bradford LLC,Front End Developer
C:\Workspace\java\scrape_indeed\java_dev_part_0\1173.html#12521,Daniel Brown,lauriehorton@example.org,+1-468-552-7017x130,Thomson,Sr. Java Developer
C:\Workspace\java\scrape_indeed\dba_part_1\1061.html#71,Christopher Dunn,joelmiller@example.net,942.533.6293x449,Huffman-Olson,Oracle Database Administrator
C:\Workspace\java\scrape_indeed\java_dev_part_0\1512.html#12898,Heather Gray,galexander@example.net,001-462-670-6614x9828,Indecomm,AEM Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\2405.html#26451,Brittany Wright,alexanderwise@example.net,001-866-691-8362x644,"Jenkins, Walter and Luna",Engineer
C:\Workspace\java\scrape_indeed\net_admin_part_1\1226.html#15034,Mark Frank,lisa43@example.net,(440)427-0116x8646,LightHouse,Network Engineer & Business Consultant
C:\Workspace\java\scrape_indeed\it_sa_part_1\1138.html#9439,Michael Gonzalez,waynerodriguez@example.net,323.402.3467,Carter Group,"Lead digital investigations involving policy violations, corporate espionage, data exfiltration"
C:\Workspace\java\scrape_indeed\java_dev_part_0\272.html#13974,Austin Johnson,timothychambers@example.org,2048090138,Citi,Java Backend Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\445.html#23252,Victoria Juarez,vkennedy@example.net,(255)955-3566x90551,Well,Software Engineer
C:\Workspace\java\scrape_indeed\sys_admin_part_1\537.html#24375,April Little,allen50@example.net,573-497-6915x67164,"Walter, Glover and Moran",Systems Administrator
C:\Workspace\java\scrape_indeed\sys_admin_part_2\2346.html#26385,Jonathan Miller,cjackson@example.org,683.533.2116x0256,"Scott, Alvarez and Merritt",Application Administrator
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1544.html#18383,Chad Nichols,sdavis@example.com,599.515.6686,Wilson-Miller,Python Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\213.html#22040,Patrick Pineda,berrydavid@example.com,(590)340-9836x6552,CBS,Software Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_1\179.html#23977,Joshua Murray,,972.594.2095x4814,"Long, Henderson and Kennedy",Systems Administrator
C:\Workspace\java\scrape_indeed\net_admin_part_1\2168.html#16080,James Jones,justin38@example.com,425-990-4729,FANNIE,Network & Systems Administrator
C:\Workspace\java\scrape_indeed\fed_part_1\2849.html#5152,Carol Brown,terri20@example.org,459.862.6301x36749,"Esparza, Lambert and Davis",Sr. Front End UI Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\1100.html#6305,Robert Reyes,hrichardson@example.org,917-683-0999,Verizon,IT Technical Program Manager
C:\Workspace\java\scrape_indeed\it_sa_part_1\1479.html#9817,Anna Watkins,pwashington@example.net,(949)321-5182x60688,"Hood, Ryan and Fuentes",IT Security Analyst
C:\Workspace\java\scrape_indeed\it_pm_part_1\1925.html#7220,Nicole Clark,whitecarol@example.org,4873510293,"Scott, Mullins and Miller",IT Director - CISO
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\2272.html#19192,Ronnie Bernard,brittanyramirez@example.net,+1-861-484-4626x714,Liberty,Sr. Python Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_1\691.html#24546,Andrea Oconnor,,392.862.5660x93141,Murphy Inc,Systems Administrator
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1126.html#17919,Gavin Nelson,joshuagarcia@example.org,(611)328-4971x8594,"Anderson, Smith and Palmer",Mobile App Developer
C:\Workspace\java\scrape_indeed\dba_part_1\2811.html#2015,Nicolas Brown,jasmine39@example.com,001-672-375-7844x683,Apple,Team Lead
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1066.html#24963,Jennifer Edwards,walterschase@example.org,829-401-4870,"West, Jackson and Conrad",Consultant
C:\Workspace\java\scrape_indeed\it_sa_part_1\198.html#10373,Stephanie Thompson,mary85@example.org,(676)525-1538x14474,Atos,Security Analyst II
C:\Workspace\java\scrape_indeed\dba_part_1\2699.html#1889,Mark Long,sarah80@example.com,+1-770-450-9754x510,Elsevier,"Director of Product Management, New Product Development"
C:\Workspace\java\scrape_indeed\dba_part_1\2489.html#1656,Adam Jordan,christopherrobertson@example.org,(617)302-4376x54562,Douglas-Gonzales,Advanced Support Analyst - L2
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\242.html#19356,Paul Smith,danielmitchell@example.org,(465)702-3741x6787,Andhus,Python Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\1876.html#15755,Phyllis Ross,ganderson@example.org,(225)880-3056,EVO,Senior System Administrator II
C:\Workspace\java\scrape_indeed\net_admin_part_1\2650.html#16616,Douglas Miller,jwright@example.net,523.441.4363x71892,ClickPay,Technical Lead / Web Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\2029.html#29157,Carlos Johnson,sarahsimmons@example.net,710.866.8433,Brown-Simmons,IT Consultant
C:\Workspace\java\scrape_indeed\net_admin_part_1\797.html#17552,Brian Cox,jennifer35@example.org,(300)805-3474,King Group,Network & Security Administrator
C:\Workspace\java\scrape_indeed\fed_part_1\2926.html#5238,Eric Davis,vegakaylee@example.org,455-398-9534x39611,S.Warren,Front- End/Back- End Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\280.html#16782,Alison Greene,keithsosa@example.org,001-836-878-8127x868,"Nelson, White and Moore",Network Engineer
C:\Workspace\java\scrape_indeed\dba_part_1\598.html#2651,Michael Suarez,ugordon@example.net,643-244-8123x083,"Hernandez, Stephenson and Ho",GIS Technician
C:\Workspace\java\scrape_indeed\web_dev_part_1\199.html#29112,Richard Day,veronicaclark@example.org,8596551842,Galloway-Garrett,Full-Stack Web Developer
C:\Workspace\java\scrape_indeed\fed_part_1\981.html#6171,Henry Cross,gregory08@example.net,001-891-464-9837x35439,Hall-Barber,Sr. Software Engineer
C:\Workspace\java\scrape_indeed\dba_part_1\3038.html#2267,Joe Ochoa Jr.,lharding@example.net,904-822-6931x2163,Ramsey and Sons,Database Administrator
C:\Workspace\java\scrape_indeed\dba_part_1\302.html#2247,Elizabeth Mendoza,brianholt@example.net,+1-810-401-8418,Barr Inc,Database Administrator/ System Analyst
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2534.html#22489,James Gomez,jeremiah61@example.com,(313)714-5195,"Mckesson,",Sr .Net Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\2313.html#29473,Tamara Huang,gregorymoreno@example.net,(962)749-4514,TrapNerd,Web Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\2444.html#7797,Rita Dawson,mccormickmichelle@example.org,001-725-426-7711x96421,BLACK,Supervisor of Project Management
C:\Workspace\java\scrape_indeed\fed_part_1\1818.html#4007,Miguel Rose,jacquelineyoung@example.org,705.487.2105,Stevens-Conley,Front End Engineer
C:\Workspace\java\scrape_indeed\it_pm_part_1\2769.html#8157,Alexandra Wall,qspencer@example.net,543.862.4186x23690,US,Pathway Student Intern IT Specialist
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\2265.html#19184,Paul Hansen,velasqueztaylor@example.com,+1-766-220-5634x1115,Skytap,Sr. Python Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\2773.html#19748,Christopher Rodriguez,carlaavila@example.com,283.903.4199,Arisant,Senior Database Engineer
C:\Workspace\java\scrape_indeed\dba_part_1\2180.html#1314,Ernest Harding,hooperkaren@example.com,835.965.2156x81820,Northrop,AWS Cloud Architect
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\803.html#20566,Sarah Roberts,faithmiller@example.net,733-922-8898,Morgan LLC,Sr. Python Developer
C:\Workspace\java\scrape_indeed\dba_part_1\653.html#2713,Teresa Williams,nallen@example.net,329-971-0248,Gibson and Sons,Sales Associate
C:\Workspace\java\scrape_indeed\java_dev_part_0\2367.html#13847,Brandon White,escott@example.com,001-772-719-7054x66927,Miller-Gutierrez,Senior Software Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\1995.html#21889,Shawn Esparza,oliverdawn@example.net,880.321.4629,Price Group,Software Engineer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\2404.html#19339,Hannah Mcdonald,lrodriguez@example.net,966-536-5155,Indeed,"Software Engineer, Mobile Developer"
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1855.html#18728,Karen Ramirez,gardnerstacy@example.org,+1-535-290-9605x6730,"Henderson, King and Thompson",Python Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\547.html#17275,Donald Miller,hsavage@example.org,+1-442-801-6542x35677,Wallops,UNIX System Administrator
C:\Workspace\java\scrape_indeed\it_sa_part_1\206.html#10463,Michael Price,hoffmanpatricia@example.org,499-925-5027,Lockheed,Computer Security Analyst
C:\Workspace\java\scrape_indeed\it_pm_part_1\413.html#8634,Ashley Cordova,ubaker@example.org,827.591.0336x829,Clark-Lee,Associate Project Manager IT
C:\Workspace\java\scrape_indeed\it_pm_part_1\1527.html#6778,Steven Shaw,lyonsdeborah@example.com,(465)858-6851x27652,Mitchell-Keller,Project Lead
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2369.html#22305,Madison Park,cowanlinda@example.org,909-261-7981,"Roberts, Fisher and Walker",Tech Lead
C:\Workspace\java\scrape_indeed\sys_admin_part_1\112.html#23904,James Gonzalez,wsampson@example.com,(260)253-8444x46306,Hernandez LLC,Systems Administrator
C:\Workspace\java\scrape_indeed\it_pm_part_1\2547.html#7911,Evan Moore,coryowen@example.net,396-248-2531,Allegacy,IT Project Manager
C:\Workspace\java\scrape_indeed\it_pm_part_1\557.html#8793,Mark Watkins,montgomeryamy@example.org,001-660-527-5233,"Pittman, Barber and Roman",Jr Program Manager
C:\Workspace\java\scrape_indeed\java_dev_part_0\1673.html#13076,David Williams,donovancourtney@example.net,001-611-479-1124,Verizon,"Sr.Lead , Java Developer"
C:\Workspace\java\scrape_indeed\fed_part_1\2142.html#4368,Johnny Ward,peterhenry@example.org,(217)313-6657x22402,Interactive eLearning,"INTERACIVE DEVELOPER/ FRONT- END DEVELOPER, BISK, EDUCATION"
C:\Workspace\java\scrape_indeed\soft_dav_part_1\1639.html#21494,Jacob Roach,murphyjeffrey@example.net,001-824-847-3158x477,PAYPAL,Senior Software Engineer
C:\Workspace\java\scrape_indeed\it_sa_part_1\1576.html#9925,Tiffany Freeman,vhenderson@example.com,691-896-6395x51720,Munoz-Wiley,I.T. Security Engineer
C:\Workspace\java\scrape_indeed\it_sa_part_1\2054.html#10457,Daniel Robinson,jennifer19@example.net,(965)453-3077x04611,Classic Granite &,IT Manager /Cyber Security Engineer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1205.html#25118,Gail Smith,zdavis@example.com,001-644-955-6185x7906,Allison-Coffey,COMPUTER SUPPORT COORDINATOR
C:\Workspace\java\scrape_indeed\dba_part_1\370.html#2399,James Williamson,walkermargaret@example.org,256-232-1358,Prudential,Sr. PostgreSQL Database Administrator
C:\Workspace\java\scrape_indeed\dba_part_1\1275.html#308,Richard Rodriguez,charles59@example.com,322-597-1252x967,Dell,Cherwell Administrator
C:\Workspace\java\scrape_indeed\net_admin_part_1\1323.html#15142,Mary Bray,,241-558-3311x703,MBCI,CHIEFS' RECEPTIONIST
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\857.html#20625,James Freeman,jason98@example.net,847-528-1235x67983,Bank of,Sr. Python Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1784.html#18649,Jay Parks,thomasnancy@example.net,930-772-4078,Wilson-Pierce,Sr. Python Developer
C:\Workspace\java\scrape_indeed\fed_part_1\1185.html#3304,Daniel Sanders,dromero@example.com,651-906-6343x629,"Hamilton, Maldonado and Lucas",Front End Developer
C:\Workspace\java\scrape_indeed\dba_part_1\391.html#2422,Colleen Brown,johnstonjohn@example.net,643-996-6613,Pervasive,Systems & Database Administrator
C:\Workspace\java\scrape_indeed\net_admin_part_1\992.html#17769,Sarah Watts,lesliejones@example.org,772-907-6502x41209,"Smith, Marks and Kennedy",Network Administrator
C:\Workspace\java\scrape_indeed\it_pm_part_1\1791.html#7071,Alan Frazier,mary88@example.org,001-921-214-5775x84745,Jimenez-Sanchez,AWS Administrator
C:\Workspace\java\scrape_indeed\net_admin_part_1\2742.html#16718,Thomas Gray,sheppardnatalie@example.net,+1-878-624-5569,"Netwerks Strategic Services,",Technologist
C:\Workspace\java\scrape_indeed\fed_part_1\219.html#4420,Andrew Meyer,mary16@example.com,001-654-410-7272,AECOM,Front End Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\3024.html#11535,Dwayne Marsh,chavezjeff@example.net,607-440-6500,Koch-Glover,IT Support Analyst
C:\Workspace\java\scrape_indeed\web_dev_part_1\2912.html#30138,Tina Castro,reevesdouglas@example.net,569.814.3075,Ross-Strong,Senior Web Developer
C:\Workspace\java\scrape_indeed\dba_part_1\3046.html#2276,Tami Harper,anneshelton@example.com,001-623-342-6834,Empowerment,Database Administrator
C:\Workspace\java\scrape_indeed\web_dev_part_1\2863.html#30083,Timothy Murray,nicholasliu@example.com,828-975-8575,Ali-Murray,Illustrator
C:\Workspace\java\scrape_indeed\it_pm_part_1\2711.html#8094,Allison Wang,camposchristina@example.com,298.852.9894,Powell Inc,IT Professional
C:\Workspace\java\scrape_indeed\it_sa_part_1\892.html#12208,Phillip Holmes,millerjoseph@example.net,359-214-9750,"Harris, Thomas and Yang",Local support
C:\Workspace\java\scrape_indeed\it_sa_part_1\113.html#9430,Danny Lowe PhD,courtney07@example.net,001-331-910-2918x133,Remediation,Security Program Manager
C:\Workspace\java\scrape_indeed\fed_part_1\2936.html#5249,Jonathan Myers,evanstimothy@example.org,284.497.9162,Cardenas Ltd,Front End Web Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\1452.html#28516,Amanda Meadows,taylorsharp@example.com,3254883586,"Hernandez, Rios and Hart",Head of IT Department
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1157.html#17953,Scott Taylor,sandra17@example.com,892.398.8425x9959,Strong,Machine learning Software Engineer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\656.html#23486,Samuel Moore,ortegavictor@example.net,253.331.2661x0941,Hines-Obrien,Full-Stack Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\165.html#10007,Tammy Morris,ogray@example.net,+1-433-847-7433,Erie,IT Security GRC Analyst
C:\Workspace\java\scrape_indeed\soft_dav_part_1\1894.html#21777,Kathryn Kelly,lauriegonzales@example.net,(719)212-8411x7309,Nicholson LLC,Software Engineer and Developer
C:\Workspace\java\scrape_indeed\net_admin_part_1\731.html#17480,Danielle Warner,brennaneric@example.com,289-338-9846,Charity,Systems Administrator
C:\Workspace\java\scrape_indeed\dba_part_1\1230.html#259,Taylor Mercer,johnsonrobert@example.org,302-838-5037x19905,"Stevenson, Noble and Clay",Sr. Oracle Database Administrator
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2312.html#22243,Carl Cummings,johnsonwilliam@example.net,(267)943-0003x896,General,AIML Software Engineer
C:\Workspace\java\scrape_indeed\sys_admin_part_3\231.html#27711,Ralph Dominguez,jmiles@example.org,271-595-5356,Davis Inc,Unix Administrator
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1509.html#18344,Wendy Smith,lisajones@example.org,924.305.5934x296,Octobot,Sr. Python Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\1558.html#9905,Angela Mays,troymoss@example.com,774.358.4384,Experian,IT Systems Analyst - Security
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2176.html#22091,Lisa Ramirez,rhondaskinner@example.net,948.931.5203,Randstad,Lead/Senior Software Developer
C:\Workspace\java\scrape_indeed\fed_part_1\1291.html#3422,Alison Huff,joshua64@example.org,2495670667,Zebra,Front- end Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\2829.html#30045,Anthony Torres,,001-993-805-9660x18648,"Ball, Mack and Green",Web Designer/Content Manager
C:\Workspace\java\scrape_indeed\fed_part_1\2243.html#4480,Julie Riddle,davidsmith@example.net,613-684-5960x945,"Patrick, Franklin and Martinez",JavaScript Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\523.html#8756,Erica Baker,scottsmith@example.org,705.378.3609x149,MMR,IT Administration / Programmer
C:\Workspace\java\scrape_indeed\fed_part_1\1686.html#3860,David Buchanan,misty23@example.net,(929)703-1028,Tran and Sons,Project Manager/ Front- End Developer/Assistant Back- End Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\364.html#30448,Miguel Green,allen58@example.net,3935511871,Nguyen LLC,Technical Specialist
C:\Workspace\java\scrape_indeed\fed_part_1\1394.html#3536,Melanie Jones,jliu@example.org,495-256-5749x02504,Lynch LLC,UI/ UX Product Designer
C:\Workspace\java\scrape_indeed\fed_part_1\2868.html#5173,Eileen Sanchez,laurenmadden@example.org,751.937.6515x881,"Hall, Hartman and Hall",Senior Software Engineer
C:\Workspace\java\scrape_indeed\it_pm_part_1\756.html#9014,Victoria Frost,,+1-929-544-5511x66829,"Eplus at Anthem,",Consultant - IT Project Manager
C:\Workspace\java\scrape_indeed\it_sa_part_1\1033.html#9323,Jason Cannon,inewton@example.org,(602)312-8866x52683,Well,"IT Business Analyst, Operational Risk and Assessment oversight"
C:\Workspace\java\scrape_indeed\it_pm_part_1\1715.html#6987,Johnny Williams,ymitchell@example.com,001-422-303-6849x95154,Hill-Gonzales,IT Project Manager
C:\Workspace\java\scrape_indeed\sys_admin_part_1\155.html#23951,Nicole Middleton DDS,codyarnold@example.net,001-820-990-8830x70534,"Martinez, Chavez and Hardin",Systems Administrator
C:\Workspace\java\scrape_indeed\it_sa_part_1\2844.html#11334,Tamara Wilson,fsnyder@example.org,315-713-1528x547,Hamilton Ltd,Cyber Security Analyst - Senior
C:\Workspace\java\scrape_indeed\it_pm_part_1\1507.html#6756,Amanda Walters,sanchezbrenda@example.org,+1-234-872-7274x23183,Henry PLC,Business Development/Proposal Manager
C:\Workspace\java\scrape_indeed\soft_dav_part_1\295.html#22950,Christopher Barnes,christina93@example.net,(978)624-3477x695,COOK,FastTrack'D Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\2035.html#29164,Jennifer Hart,jose56@example.com,866.540.4735x047,"Hutchinson, Herrera and Chan",Senior Software Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\509.html#8740,Walter Bishop,cassidysmith@example.net,5617558108,"Gonzalez, Moore and Nichols",Business IT Services Director & Project Manager
C:\Workspace\java\scrape_indeed\net_admin_part_1\2728.html#16702,Crystal Solis,,200.408.1867,Turner-Hall,Housekeeper
C:\Workspace\java\scrape_indeed\net_admin_part_1\2223.html#16142,Danielle Nelson,hessnicholas@example.com,(441)311-8600,Comtek,Sr. Network Engineer
C:\Workspace\java\scrape_indeed\it_pm_part_1\2913.html#8318,Rebecca Lee,kristen68@example.net,8446731497,Davis-Rasmussen,IT Project Manager (Financial and Planning)
C:\Workspace\java\scrape_indeed\web_dev_part_1\886.html#31027,Karen Velez,patrickkaiser@example.net,(358)617-3906x3757,Bitwise,Consultant - Contractor for Discover
C:\Workspace\java\scrape_indeed\web_dev_part_1\1834.html#28940,Linda Savage,hannah87@example.net,453.257.7881x1616,Meyer Inc,Billing Consultant
C:\Workspace\java\scrape_indeed\dba_part_1\959.html#3052,Joseph Harris,april47@example.com,452.428.7056,HANSEN,Database Administrator
C:\Workspace\java\scrape_indeed\soft_dav_part_1\1256.html#21069,Willie Smith,jamesdavis@example.com,610-697-9215x83503,Silva-Torres,Technology Consultant
C:\Workspace\java\scrape_indeed\it_pm_part_1\884.html#9156,Shelby Barnett,aclark@example.org,319.222.2705,Met,IT Project Manager - Contract
C:\Workspace\java\scrape_indeed\dba_part_1\2309.html#1457,Robert Coleman,gmurphy@example.org,786.366.7548,"Wilkinson, Moses and Dougherty",Founder/Owner
C:\Workspace\java\scrape_indeed\dba_part_1\1102.html#117,Michelle Larsen,yhenry@example.com,+1-518-865-2057x56398,White-Adkins,Creator/Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\2569.html#11028,Jeremy Fox,willismark@example.com,280-294-0476x044,"Pennington, Osborn and Chen",Adjunct Faculty
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1902.html#25892,John Golden DDS,johnsonanthony@example.net,(722)316-1070,"Ramirez, Phelps and Rios",Administrative Director
C:\Workspace\java\scrape_indeed\fed_part_1\2140.html#4366,Faith Powers,,(480)966-0138x241,Hill and Sons,Front End Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\134.html#21162,Jennifer Reid,collinsann@example.org,279-419-7111x21259,The,Assistant Category Manager
C:\Workspace\java\scrape_indeed\it_pm_part_1\449.html#8673,Claudia Brooks,wileysherry@example.com,+1-532-640-6424x29563,Thompson LLC,IT Project Delivery Manager
C:\Workspace\java\scrape_indeed\fed_part_1\3048.html#5374,Jeffrey Davis,beth58@example.com,+1-720-696-2893x6543,Mcdonald LLC,Cloud networking support engineer
C:\Workspace\java\scrape_indeed\sys_admin_part_1\854.html#24727,James Chapman,morrisdaniel@example.com,6264755125,Payne-Walton,Systems Administrator
C:\Workspace\java\scrape_indeed\java_dev_part_0\833.html#14597,Luis Watkins,esimon@example.org,859-657-6403x816,BCBS,Android Application Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1416.html#18241,Jennifer Johnson,sandratanner@example.net,939.222.5014x25762,Alert,Python Developer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\719.html#23556,Christina Jackson,christopher33@example.com,332-985-0725,"Mcdaniel, Hale and Durham",Software Engineer
C:\Workspace\java\scrape_indeed\java_dev_part_0\41.html#14127,Sandra Mccarthy,hugheslucas@example.org,(454)569-6815x7903,Cox-Mason,JAVA developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1709.html#18566,Kyle Sanders,brewerdevin@example.org,4346615626,Samsonite,Python Developer
C:\Workspace\java\scrape_indeed\dba_part_1\451.html#2489,Matthew Santiago,twise@example.com,819-878-5758x512,"Miller, Smith and Vaughan",Junior Database Administrator
C:\Workspace\java\scrape_indeed\web_dev_part_1\2982.html#30215,Deanna Robertson,dgraham@example.com,8177750954,"Phillips, Fuentes and Daniels",Freelance Developer and User Interface Designer
C:\Workspace\java\scrape_indeed\soft_dav_part_1\3054.html#23067,Howard Smith,kenneth09@example.org,(808)663-2181x227,GDIT,Hardware Engineer
C:\Workspace\java\scrape_indeed\web_dev_part_1\841.html#30978,Jimmy Williamson,uwilliams@example.com,8298168154,WELLS,Front End Web Developer
C:\Workspace\java\scrape_indeed\fed_part_1\268.html#4964,Trevor Scott,copelandryan@example.org,794.949.8830,Hodges Group,Front End UI Developer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1227.html#18031,Michael Lopez,jacobsrenee@example.net,340-563-0624x4795,College,Python Developer
C:\Workspace\java\scrape_indeed\dba_part_1\2070.html#1192,Michael Walker,jessica97@example.net,(995)986-7805x55572,Fontanelle,Senior Database Architect and Senior Database Administrator
C:\Workspace\java\scrape_indeed\web_dev_part_1\1479.html#28545,Michael Chambers,richard91@example.net,485.413.8544x5770,"Bell, Reynolds and Forbes",Junior Web Developer
C:\Workspace\java\scrape_indeed\it_sa_part_1\883.html#12198,William Hawkins,yfritz@example.net,(669)411-6331,Wang Ltd,Independent IT Security Engineer
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\2370.html#19301,Krista Bell,robertgreene@example.com,001-451-458-8863x67747,Roberts-Patel,Softwa
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1441.html#18269,John Jackson,reyesdenise@example.com,(730)593-2998x19960,Hudson Group,Sr. python Developer
C:\Workspace\java\scrape_indeed\fed_part_1\2650.html#4932,Tiffany Johnson,,953.927.3524x103,Sutton Group,Front End Developer
C:\Workspace\java\scrape_indeed\java_dev_part_0\473.html#14197,Rebecca Kaufman DDS,laramary@example.org,371.800.6876,Ware-Medina,Thingworx and Java Developer
C:\Workspace\java\scrape_indeed\dba_part_1\2242.html#1383,Brent May,ellisjenna@example.org,001-645-247-5749x49022,Beard PLC,Inventory & Database Specialist
C:\Workspace\java\scrape_indeed\it_sa_part_1\1821.html#10198,Eddie Duffy,ashleytorres@example.net,642.422.9464x303,Nautiquos,Sr Security Specialist
C:\Workspace\java\scrape_indeed\it_sa_part_1\748.html#12048,Deanna Griffith,kwoods@example.com,+1-929-885-8567x2872,Great,IT Security Analyst II
C:\Workspace\java\scrape_indeed\sys_admin_part_2\372.html#26868,Shelia Waller,griffinalexandra@example.org,523-337-2094x841,Mills Inc,Systems Administrator
C:\Workspace\java\scrape_indeed\web_dev_part_1\2275.html#29430,David Gill,imarshall@example.org,913-671-7173x18939,Fullstack,WEB DEVELOPER
C:\Workspace\java\scrape_indeed\dba_part_1\2185.html#1319,Lauren Callahan,cortezscott@example.net,999.470.4694,Truenorth,Senior Database Administrator
C:\Workspace\java\scrape_indeed\web_dev_part_1\688.html#30807,John Campbell,joseph83@example.com,988-447-1270x587,Jones Group,Web Developer Intern
C:\Workspace\java\scrape_indeed\it_sa_part_1\546.html#11824,Anna Atkins,dana82@example.org,001-413-734-8458x71493,"Adams, Cantu and Kennedy",Electrical Apprentice
C:\Workspace\java\scrape_indeed\it_pm_part_1\17.html#6969,Elizabeth Thomas,jessica57@example.com,(596)660-6065x27403,Jones and Sons,Project Manager
C:\Workspace\java\scrape_indeed\soft_dav_part_1\275.html#22728,John Griffith,ccrane@example.net,(773)949-9601x0548,Rodriguez-Taylor,Software Developer
C:\Workspace\java\scrape_indeed\it_pm_part_1\2867.html#8266,Erika Rowe,jholloway@example.net,693-281-7359x8488,Barton Inc,"Engagement Manager, Client Delivery Services"
C:\Workspace\java\scrape_indeed\soft_dav_part_1\2285.html#22212,Melissa Stevenson,rebecca73@example.org,873-875-5344x90216,Yates-Decker,Software Developer
C:\Workspace\java\scrape_indeed\fed_part_1\1268.html#3396,Keith Forbes,kristy74@example.net,511-391-8182x81979,"Jordan, Hill and Hayes","Consultant in UX/UI Design / Web Development, Animations"
C:\Workspace\java\scrape_indeed\it_sa_part_1\424.html#11689,Nancy Santos,,460.669.4096x00356,INSIGHT,IDENTITY & ACCESS MANAGEMENT ANALYST
C:\Workspace\java\scrape_indeed\sys_admin_part_2\2222.html#26248,Lauren Saunders,mvaldez@example.net,(292)432-3421x089,Community,Clinical Systems Administrator
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\1673.html#18526,Mary Harris,rogernelson@example.org,001-850-527-1607x36077,Wells,Sr. Python Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\3013.html#30251,Barbara Burns,kara56@example.org,218.257.4817,Lara-Ross,Html5 Developer
C:\Workspace\java\scrape_indeed\web_dev_part_1\2722.html#29927,Heather Bautista,hamiltonmelanie@example.com,516.470.4502,"Smith, Stone and Taylor",Freelance Writer
C:\Workspace\java\scrape_indeed\java_dev_part_0\1987.html#13424,Andrew Carlson,michelleguerrero@example.com,+1-262-962-2822x512,Torres Ltd,Java Web Contenent Management Developer Core Media
C:\Workspace\java\scrape_indeed\pyth_dev_part_1\841.html#20608,Ryan Howell,loganmartin@example.com,4263086982,Robert,Senior Python Developer
C:\Workspace\java\scrape_indeed\sys_admin_part_2\1117.html#25020,Steven Davis,rodriguezthomas@example.com,+1-472-790-4774,"Fernandez, Krueger and Barnett",Information System Security Officer
